Name [EN],Type,BP Name,Force Spawn Command (Full Patch)
Cordyceps Gland,Crafting Material,Material_CordycepGland_C,summon /Game/World_Jungle/Items/Materials/MiniBoss/CordycepGland/Material_CordycepGland.Material_CordycepGland_C
Soul Sliver,Crafting Material,Material_SoulSliver_C,summon /Game/World_Jungle/Items/Materials/MiniBoss/SoulSliver/Material_SoulSliver.Material_SoulSliver_C
Twilight Dactylus,Crafting Material,Material_TwilightDactylus_C,summon /Game/World_Jungle/Items/Materials/MiniBoss/TwilightDactylus/Material_TwilightDactylus.Material_TwilightDactylus_C
Faith Seed,Crafting Material,Material_FaithSeed_C,summon /Game/World_Jungle/Items/Materials/World/FaithSeed/Material_FaithSeed.Material_FaithSeed_C
Heart Seed,Crafting Material,Material_HeartSeed_C,summon /Game/World_Jungle/Items/Materials/World/HeartOfTheFurnace/Material_HeartSeed.Material_HeartSeed_C
Scroll Of Binding,Crafting Material,Material_ScrollOfBinding_C,summon /Game/World_Jungle/Items/Materials/World/ScrollOfBinding/Material_ScrollOfBinding.Material_ScrollOfBinding_C
Cracked Shell,Crafting Material,Material_CrackedShell_C,summon /Game/World_Nerud/Items/Materials/MiniBoss/CrackedShell/Material_CrackedShell.Material_CrackedShell_C
Mutated Growth,Crafting Material,Material_MutatedGrowth_C,summon /Game/World_Nerud/Items/Materials/MiniBoss/MutatedGrowth/Material_MutatedGrowth.Material_MutatedGrowth_C
Seeker Residue,Crafting Material,Material_SeekerResidue_C,summon /Game/World_Nerud/Items/Materials/MiniBoss/SeekerResidue/Material_SeekerResidue.Material_SeekerResidue_C
Sentry's Old Iris,Crafting Material,Material_SentrysOldIris_C,summon /Game/World_Nerud/Items/Materials/MiniBoss/SentrysOldIris/Material_SentrysOldIris.Material_SentrysOldIris_C
Escalation Circuit,Crafting Material,Material_EscalationCircuit_C,summon /Game/World_Nerud/Items/Materials/World/EscalationCircuit/Material_EscalationCircuit.Material_EscalationCircuit_C
Ionic Crystal,Crafting Material,Material_IonicCrystal_C,summon /Game/World_Nerud/Items/Materials/World/IonicCrystal/Material_IonicCrystal.Material_IonicCrystal_C
Stasis Core,Crafting Material,Material_StasisCore_C,summon /Game/World_Nerud/Items/Materials/World/StasisCore/Material_StasisCore.Material_StasisCore_C
Dread Core,Crafting Material,Material_DreadCore_C,summon /Game/World_Root/Items/Materials/MiniBoss/DreadCore/Material_DreadCore.Material_DreadCore_C
Necrocyte Strand,Crafting Material,Material_NecrocyteStrand_C,summon /Game/World_Root/Items/Materials/MiniBoss/NecrocyteStrand/Material_NecrocyteStrand.Material_NecrocyteStrand_C
Root Ganglia,Crafting Material,Material_RootGanglia_C,summon /Game/World_Base/Items/Materials/RootGanglia/Material_RootGanglia.Material_RootGanglia_C
Shining Essence Echo,Crafting Material,Material_ShinningEssenceEcho_C,summon /Game/World_Nerud/Items/Materials/Boss/ShinningEssenceEcho/Material_ShinningEssenceEcho.Material_ShinningEssenceEcho_C
Blood Moon Essence,Crafting Material,Material_BloodMoonEssence_C,summon /Game/World_Jungle/Items/Materials/World/BloodMoonEssence/Material_BloodMoonEssence.Material_BloodMoonEssence_C
Thaen Leaf,Crafting Material,Material_ThaenLeaf_C,summon /Game/World_Jungle/Items/Materials/World/ThaenLeaf/Material_ThaenLeaf.Material_ThaenLeaf_C
Agony Spike,Crafting Material,Material_AgonySpike_C,summon /Game/World_DLC1/Items/CraftingMaterial/WorldBoss/AgonySpike/Material_AgonySpike.Material_AgonySpike_C
Occult Vessel,Crafting Material,Material_OccultVessel_C,summon /Game/World_DLC1/Items/CraftingMaterial/World/OccultVessel/Material_OccultVessel.Material_OccultVessel_C
Tormentor's Pommel,Crafting Material,Material_TormentorsPommel_C,summon /Game/World_DLC1/Items/CraftingMaterial/WorldBoss/TormentorsPommel/Material_TormentorsPommel.Material_TormentorsPommel_C
Hex Wreath,Crafting Material,Material_HexWreath_C,summon /Game/World_DLC1/Items/CraftingMaterial/Miniboss/HexWreath/Material_HexWreath.Material_HexWreath_C
Wretched Skull,Crafting Material,Material_WretchedSkull_C,summon /Game/World_DLC1/Items/CraftingMaterial/Miniboss/WretchedSkull/Material_WretchedSkull.Material_WretchedSkull_C
Cremated Soul Ash,Crafting Material,Material_CrematedSoulAsh_C,summon /Game/World_DLC1/Items/CraftingMaterial/World/CrematedSoulAsh/Material_CrematedSoulAsh.Material_CrematedSoulAsh_C
Regurgitated Spiny Sac,Crafting Material,Material_RegurgitatedSpinySac_C,summon /Game/World_DLC2/Items/CraftingMaterial/World/RegurgitatedSpinySack/Material_RegurgitatedSpinySac.Material_RegurgitatedSpinySac_C
Eye Of Lydusa,Crafting Material,Material_EyeOfLydusa_C,summon /Game/World_DLC2/Items/CraftingMaterial/WorldBoss/EyeOfLydusa/Material_EyeOfLydusa.Material_EyeOfLydusa_C
Blossoming Core,Crafting Material,Material_BlossomingCore_C,summon /Game/World_DLC2/Items/CraftingMaterial/WorldBoss/BlossomingCore/Material_BlossomingCore.Material_BlossomingCore_C
Forge Ember,Crafting Material,Material_ForgeEmber_C,summon /Game/World_DLC2/Items/CraftingMaterial/MiniBoss/ForgeEmber/Material_ForgeEmber.Material_ForgeEmber_C
Pallid Lodestone,Crafting Material,Material_PallidLodestone_C,summon /Game/World_DLC2/Items/CraftingMaterial/MiniBoss/PallidLodestone/Material_PallidLodestone.Material_PallidLodestone_C
Ceramic Flask,Crafting Material,Material_CeramicFlask_C,summon /Game/World_DLC2/Items/CraftingMaterial/World/CeramicFlask/Material_CeramicFlask.Material_CeramicFlask_C
Eternity Chamber,Crafting Material,Material_EternityChamber_C,summon /Game/World_DLC3/Items/CraftingMaterial/WorldBoss/EternityChamber/Material_EternityChamber.Material_EternityChamber_C
Black Metal Bars,Crafting Material,Material_BlackMetalBars_C,summon /Game/World_DLC3/Items/CraftingMaterial/World/BlackGreatswordPart/Material_BlackMetalBars.Material_BlackMetalBars_C
Black Mass,Crafting Material,Material_BlackMass_C,summon /Game/World_DLC3/Items/CraftingMaterial/WorldBoss/BlackMass/Material_BlackMass.Material_BlackMass_C
Replication Pod,Crafting Material,Material_ReplicationPod_C,summon /Game/World_DLC3/Items/CraftingMaterial/MiniBoss/ReplicationPod/Material_ReplicationPod.Material_ReplicationPod_C
Voidlight Core,Crafting Material,Material_VoidlightCore_C,summon /Game/World_DLC3/Items/CraftingMaterial/MiniBoss/VoidlightCore/Material_VoidlightCore.Material_VoidlightCore_C
Ion Rod,Crafting Material,Material_IonRod_C,summon /Game/World_DLC3/Items/CraftingMaterial/World/IonRod/Material_IonRod.Material_IonRod_C
Prismatic Stone (Yellow*),Crafting Material,Material_PrismaticStone_1_C,summon /Game/World_DLC3/Items/CraftingMaterial/World/PrismaticStone/Material_PrismaticStone_1.Material_PrismaticStone_1_C
Prismatic Stone (Blue*),Crafting Material,Material_PrismaticStone_2_C,summon /Game/World_DLC3/Items/CraftingMaterial/World/PrismaticStone/Material_PrismaticStone_2.Material_PrismaticStone_2_C
Prismatic Stone (Red*),Crafting Material,Material_PrismaticStone_3_C,summon /Game/World_DLC3/Items/CraftingMaterial/World/PrismaticStone/Material_PrismaticStone_3.Material_PrismaticStone_3_C
Alloy Extractor,Special,Item_AlloyExtractor_C,summon /Game/World_DLC3/Items/Special/AlloyExtractor/Item_AlloyExtractor.Item_AlloyExtractor_C
Alien Alloy,Special,Material_AlienAlloy_C,summon /Game/World_DLC3/Items/Special/AlienAlloy/Material_AlienAlloy.Material_AlienAlloy_C
Ancient Alloy,Special,Material_AncientAlloy_C,summon /Game/World_DLC3/Items/Special/AncientAlloy/Material_AncientAlloy.Material_AncientAlloy_C
Mythril Alloy,Special,Material_MythrilAlloy_C,summon /Game/World_DLC3/Items/Special/MythrilAlloy/Material_MythrilAlloy.Material_MythrilAlloy_C
Matchbook,Quest Item,Quest_Item_Matchbook_C,summon /Game/World_City/Quests/Quest_Story_Intro/Items/Quest_Item_Matchbook.Quest_Item_Matchbook_C
Ward 13 Key,Quest Item,Quest_Item_Ward13Key_C,summon /Game/World_City/Quests/Quest_Story_Intro/Items/Quest_Item_Ward13Key.Quest_Item_Ward13Key_C
Cargo Control Key,Quest Item,Quest_Item_ShipCargoControlRoomKey_C,summon /Game/World_City/Quests/Quest_Ward13/Items/Quest_Item_ShipCargoControlRoomKey/Quest_Item_ShipCargoControlRoomKey.Quest_Item_ShipCargoControlRoomKey_C
Crimson King Coin,Quest Item,Quest_Item_CrimsonKingCoin_C,summon /Game/World_Fae/Items/CrimsonKingCoin/Quest_Item_CrimsonKingCoin.Quest_Item_CrimsonKingCoin_C
Wooden Box,Quest Item,Quest_Item_Rookery_WoodenBox_C,summon /Game/World_Fae/Quests/Quest_Injectable_BurningCity_Rookery/Items/Quest_Item_Rookery_WoodenBox/Quest_Item_Rookery_WoodenBox.Quest_Item_Rookery_WoodenBox_C
Plain Ribbon,Quest Item,Quest_Item_SilverGold_PlainRibbon_C,summon /Game/World_Fae/Quests/Quest_Injectable_GoldenHall_SilverGold/Items/Quest_Item_SilverGold_PlainRibbon/Quest_Item_SilverGold_PlainRibbon.Quest_Item_SilverGold_PlainRibbon_C
Severed Hand,Quest Item,Quest_Item_TheNest_DranSeveredHand_C,summon /Game/World_Fae/Quests/Quest_Injectable_Sewer_TheNest/Quest_Item_TheNest_DranSeveredHand.Quest_Item_TheNest_DranSeveredHand_C
Clockwork Pinion,Quest Item,Quest_Item_ClockTower_Flywheel_C,summon /Game/World_Fae/Quests/Quest_OverworldPOI_ClockTower/Items/Quest_Item_ClockTower_Flywheel/Quest_Item_ClockTower_Flywheel.Quest_Item_ClockTower_Flywheel_C
Dria's Anklet,Quest Item,Quest_Item_CharnelHouse_Anklet_C,summon /Game/World_Fae/Quests/Quest_SideD_CharnelHouse/Items/Quest_Item_CharnelHouse_Anklet/Quest_Item_CharnelHouse_Anklet.Quest_Item_CharnelHouse_Anklet_C
Assassin Dagger 1,Quest Item,Quest_Item_FaeCouncil_AssassinsDagger_Base_C,summon /Game/World_Fae/Quests/Quest_SideD_FaeCouncil/Items/Quest_Item_FaeCouncil_AssasinsDagger/Quest_Item_FaeCouncil_AssassinsDagger_Base.Quest_Item_FaeCouncil_AssassinsDagger_Base_C
Assassins Dagger (Savan*),Quest Item,Quest_Item_FaeCouncil_AssassinsDagger1_C,summon /Game/World_Fae/Quests/Quest_SideD_FaeCouncil/Items/Quest_Item_FaeCouncil_AssasinsDagger/Quest_Item_FaeCouncil_AssassinsDagger1.Quest_Item_FaeCouncil_AssassinsDagger1_C
Assassins Dagger (Oniril*),Quest Item,Quest_Item_FaeCouncil_AssassinsDagger2_C,summon /Game/World_Fae/Quests/Quest_SideD_FaeCouncil/Items/Quest_Item_FaeCouncil_AssasinsDagger/Quest_Item_FaeCouncil_AssassinsDagger2.Quest_Item_FaeCouncil_AssassinsDagger2_C
Assassins Dagger (Nyele*),Quest Item,Quest_Item_FaeCouncil_AssassinsDagger3_C,summon /Game/World_Fae/Quests/Quest_SideD_FaeCouncil/Items/Quest_Item_FaeCouncil_AssasinsDagger/Quest_Item_FaeCouncil_AssassinsDagger3.Quest_Item_FaeCouncil_AssassinsDagger3_C
High Councilor Savan's Key,Quest Item,Quest_Item_CouncilKey_1_C,summon /Game/World_Fae/Quests/Quest_SideD_FaeCouncil/Sigils/Quest_Item_CouncilKey_1.Quest_Item_CouncilKey_1_C
High Councilor Oniril's Key,Quest Item,Quest_Item_CouncilKey_2_C,summon /Game/World_Fae/Quests/Quest_SideD_FaeCouncil/Sigils/Quest_Item_CouncilKey_2.Quest_Item_CouncilKey_2_C
High Councilor Nyele's Key,Quest Item,Quest_Item_CouncilKey_3_C,summon /Game/World_Fae/Quests/Quest_SideD_FaeCouncil/Sigils/Quest_Item_CouncilKey_3.Quest_Item_CouncilKey_3_C
Ravenous Medallion,Quest Item,Quest_Item_RavenousMedallion_C,summon /Game/World_Fae/Quests/Quest_SideD_Ravenous/Items/Quest_Item_RavenousMedallion/Quest_Item_RavenousMedallion.Quest_Item_RavenousMedallion_C
Magic Quill,Quest Item,Quest_Item_AllFather_MagicQuill_C,summon /Game/World_Fae/Quests/Quest_Story_AllFather/Items/Quest_Item_AllFather_MagicQuill/Quest_Item_AllFather_MagicQuill.Quest_Item_AllFather_MagicQuill_C
Faerin Mural Piece,Quest Item,Quest_Item_AllFather_MuralPiece1_C,summon /Game/World_Fae/Quests/Quest_Story_AllFather/Items/Quest_Item_AllFather_MuralPieces/Quest_Item_AllFather_MuralPiece1.Quest_Item_AllFather_MuralPiece1_C
Faelin Mural Piece,Quest Item,Quest_Item_AllFather_MuralPiece2_C,summon /Game/World_Fae/Quests/Quest_Story_AllFather/Items/Quest_Item_AllFather_MuralPieces/Quest_Item_AllFather_MuralPiece2.Quest_Item_AllFather_MuralPiece2_C
Soulkey Tribute,Quest Item,Quest_Item_Asylum_NightweaverKey_C,summon /Game/World_Fae/Quests/Quest_Story_Asylum/Items/Quest_Item_Asylum_NightweaverKey/Quest_Item_Asylum_NightweaverKey.Quest_Item_Asylum_NightweaverKey_C
Prison Cell Key,Quest Item,Quest_Item_Asylum_PrisonKey_C,summon /Game/World_Fae/Quests/Quest_Story_Asylum/Items/Quest_Item_Asylum_PrisonKey/Quest_Item_Asylum_PrisonKey.Quest_Item_Asylum_PrisonKey_C
Stone-carved Doll (1*),Quest Item,Quest_Item_Asylum_StoneDoll_1_C,summon /Game/World_Fae/Quests/Quest_Story_Asylum/Items/Quest_Item_Asylum_StoneDoll/Quest_Item_Asylum_StoneDoll_1.Quest_Item_Asylum_StoneDoll_1_C
Stone-carved Doll (2*),Quest Item,Quest_Item_Asylum_StoneDoll_2_C,summon /Game/World_Fae/Quests/Quest_Story_Asylum/Items/Quest_Item_Asylum_StoneDoll/Quest_Item_Asylum_StoneDoll_2.Quest_Item_Asylum_StoneDoll_2_C
Stone-carved Doll (3*),Quest Item,Quest_Item_Asylum_StoneDoll_3_C,summon /Game/World_Fae/Quests/Quest_Story_Asylum/Items/Quest_Item_Asylum_StoneDoll/Quest_Item_Asylum_StoneDoll_3.Quest_Item_Asylum_StoneDoll_3_C
Nightweaver Stone Doll,Quest Item,Quest_Item_Asylum_StoneDoll_Final_C,summon /Game/World_Fae/Quests/Quest_Story_Asylum/Items/Quest_Item_Asylum_StoneDoll/Quest_Item_Asylum_StoneDoll_Final.Quest_Item_Asylum_StoneDoll_Final_C
Asylum Third Floor Key,Quest Item,Quest_Item_Asylum_ThirdFloorKey_C,summon /Game/World_Fae/Quests/Quest_Story_Asylum/Items/Quest_Item_Asylum_ThirdFloorKey/Quest_Item_Asylum_ThirdFloorKey.Quest_Item_Asylum_ThirdFloorKey_C
Temple Key,Quest Item,Quest_Item_KauelaTempleKey_C,summon /Game/World_Jungle/Quests/Quest_Miniboss_RootHorror/Items/KauelaTempleKey/Quest_Item_KauelaTempleKey.Quest_Item_KauelaTempleKey_C
Supply Room Key,Quest Item,Quest_Item_SupplyRoomKey_C,summon /Game/World_Jungle/Quests/Quest_SideD_TheLament/Items/SupplyRoomKey/Quest_Item_SupplyRoomKey.Quest_Item_SupplyRoomKey_C
Kolket's Key,Quest Item,Quest_Item_KolketsKey_C,summon /Game/World_Jungle/Quests/Quest_SideD_WailingField/Items/KolketsKey/Quest_Item_KolketsKey.Quest_Item_KolketsKey_C
Kolket's Razor,Quest Item,Quest_Item_KolketsRazor_C,summon /Game/World_Jungle/Quests/Quest_SideD_WailingField/Items/KolketsRazor/Quest_Item_KolketsRazor.Quest_Item_KolketsRazor_C
The Burnished Reed,Quest Item,Quest_Item_BurnishedReed_C,summon /Game/World_Jungle/Quests/Quest_Story_Empress/Items/BurnishedReed/Quest_Item_BurnishedReed.Quest_Item_BurnishedReed_C
Fruit Of Death (1*),Quest Item,Quest_Item_Consumable_01_FruitOfDeath_C,summon /Game/World_Jungle/Quests/Quest_Story_Empress/Items/FruitOfDeath/Quest_Item_Consumable_01_FruitOfDeath.Quest_Item_Consumable_01_FruitOfDeath_C
Fruit Of Death (2*),Quest Item,Quest_Item_Consumable_02_FruitOfDeath_OneThird_Eaten_C,summon /Game/World_Jungle/Quests/Quest_Story_Empress/Items/FruitOfDeath/Quest_Item_Consumable_02_FruitOfDeath_OneThird_Eaten.Quest_Item_Consumable_02_FruitOfDeath_OneThird_Eaten_C
Fruit Of Death (3*),Quest Item,Quest_Item_Consumable_03_FruitOfDeath_TwoThirds_Eaten_C,summon /Game/World_Jungle/Quests/Quest_Story_Empress/Items/FruitOfDeath/Quest_Item_Consumable_03_FruitOfDeath_TwoThirds_Eaten.Quest_Item_Consumable_03_FruitOfDeath_TwoThirds_Eaten_C
Ornate Key,Quest Item,Quest_Item_OrnateLockbox_Key_C,summon /Game/World_Jungle/Quests/Quest_Story_Empress/Items/OrnateLockbox_Key/Quest_Item_OrnateLockbox_Key.Quest_Item_OrnateLockbox_Key_C
Ornate Lockbox,Quest Item,Quest_Item_OrnateLockbox_C,summon /Game/World_Jungle/Quests/Quest_Story_Empress/Items/OrnateLockbox/Quest_Item_OrnateLockbox.Quest_Item_OrnateLockbox_C
Tarnished Key,Quest Item,Quest_Item_TarnishedKey_C,summon /Game/World_Jungle/Quests/Quest_Story_Empress/Items/TarnishedKey/Quest_Item_TarnishedKey.Quest_Item_TarnishedKey_C
Thaen Seed,Quest Item,Quest_Item_ThaenSeed_C,summon /Game/World_Jungle/Quests/Quest_Story_Empress/Items/ThaenSeed/Quest_Item_ThaenSeed.Quest_Item_ThaenSeed_C
Rotten Thaen Fruit,Quest Item,Quest_Item_RottenFruit_C,summon /Game/World_Jungle/Quests/Quest_Story_Ravager/Items/RottenFruit/Quest_Item_RottenFruit.Quest_Item_RottenFruit_C
Labyrinth Segment 1,Quest Item,Quest_Item_LabyrinthSegment_Base_C,summon /Game/World_Labyrinth/Items/Item_LabyrinthSegment/Quest_Item_LabyrinthSegment_Base.Quest_Item_LabyrinthSegment_Base_C
Strange Object (1*),Quest Item,Quest_Item_LabyrinthSegment_1_C,summon /Game/World_Labyrinth/Items/Item_LabyrinthSegment/Quest_Item_LabyrinthSegment_1.Quest_Item_LabyrinthSegment_1_C
Segment (2*),Quest Item,Quest_Item_LabyrinthSegment_2_C,summon /Game/World_Labyrinth/Items/Item_LabyrinthSegment/Quest_Item_LabyrinthSegment_2.Quest_Item_LabyrinthSegment_2_C
Segment (3*),Quest Item,Quest_Item_LabyrinthSegment_3_C,summon /Game/World_Labyrinth/Items/Item_LabyrinthSegment/Quest_Item_LabyrinthSegment_3.Quest_Item_LabyrinthSegment_3_C
Biome Portal Key,Quest Item,Quest_Item_LabyrinthZoneDoorKey_C,summon /Game/World_Labyrinth/Items/Item_LabyrinthZoneDoorKey/Quest_Item_LabyrinthZoneDoorKey.Quest_Item_LabyrinthZoneDoorKey_C
Master Portal Key,Quest Item,Quest_Item_MasterPortalKey_C,summon /Game/World_Labyrinth/Items/Items_MasterPortalKey/Quest_Item_MasterPortalKey.Quest_Item_MasterPortalKey_C
Aerary Glyph,Quest Item,Quest_Item_StoreRoom_KeyCard_C,summon /Game/World_Nerud/Quests/Quest_Injectable_Underworld_StoreRoom/Item/Quest_Item_StoreRoom_KeyCard.Quest_Item_StoreRoom_KeyCard_C
Memory Core II,Quest Item,Quest_Item_Extermination_AICore_C,summon /Game/World_Nerud/Quests/Quest_SideD_Extermination/Items/Quest_Item_Extermination_AICore.Quest_Item_Extermination_AICore_C
Biome-Control Glyph,Quest Item,Quest_Item_Extermination_Keycard_C,summon /Game/World_Nerud/Quests/Quest_SideD_Extermination/Items/Quest_Item_Extermination_Keycard.Quest_Item_Extermination_Keycard_C
House Lythla Glyph,Quest Item,Quest_Item_StasisSiege_Keycard_C,summon /Game/World_Nerud/Quests/Quest_SideD_StasisSiege/Items/Quest_Item_StasisSiege_Keycard.Quest_Item_StasisSiege_Keycard_C
Stasis Pod Glyph,Quest Item,Quest_Item_DreamlessSleep_SmallKey_C,summon /Game/World_Nerud/Quests/Quest_SideD_TheDreamlessSleep/Items/Quest_Item_DreamlessSleep_SmallKey.Quest_Item_DreamlessSleep_SmallKey_C
Stellar-Powered Cell,Quest Item,Quest_Item_TowerOrbKey_C,summon /Game/World_Nerud/Quests/Quest_SideD_TowerHeist/Items/Quest_Item_TowerOrbKey/Quest_Item_TowerOrbKey.Quest_Item_TowerOrbKey_C
Decorum Cipher,Quest Item,Quest_Item_Train_AICore_C,summon /Game/World_Nerud/Quests/Quest_SideD_Train/Items/Quest_Item_Train_AICore.Quest_Item_Train_AICore_C
Soul Spark Cylinder,Quest Item,Quest_Item_DryzrEmbro_C,summon /Game/World_Nerud/Quests/Quest_Story_IAmLegend/Items/Quest_Item_DryzrEmbryo/Quest_Item_DryzrEmbro.Quest_Item_DryzrEmbro_C
Seeker's Key (1*),Quest Item,Quest_Item_Core_DatapadDevice_Stage1_C,summon /Game/World_Nerud/Quests/Quest_Story_TheCore/Items/Quest_Item_Core_DatapadDevice/Quest_Item_Core_DatapadDevice_Stage1.Quest_Item_Core_DatapadDevice_Stage1_C
Seeker's Key (2*),Quest Item,Quest_Item_Core_DatapadDevice_Stage2_C,summon /Game/World_Nerud/Quests/Quest_Story_TheCore/Items/Quest_Item_Core_DatapadDevice/Quest_Item_Core_DatapadDevice_Stage2.Quest_Item_Core_DatapadDevice_Stage2_C
Seeker's Key (3*),Quest Item,Quest_Item_Core_DatapadDevice_Stage3_C,summon /Game/World_Nerud/Quests/Quest_Story_TheCore/Items/Quest_Item_Core_DatapadDevice/Quest_Item_Core_DatapadDevice_Stage3.Quest_Item_Core_DatapadDevice_Stage3_C
Override Pin,Quest Item,Quest_Item_Core_OverridePin_C,summon /Game/World_Nerud/Quests/Quest_Story_TheCore/Items/Quest_Item_Core_OverridePin/Quest_Item_Core_OverridePin.Quest_Item_Core_OverridePin_C
Root Walker Eye,Quest Item,Quest_Item_RootEarth_Eyeball_C,summon /Game/World_Root/Items/Quest/Quest_Item_RootEarth_Eyeball/Quest_Item_RootEarth_Eyeball.Quest_Item_RootEarth_Eyeball_C
Scythe Blade,Quest Item,Quest_Item_SewerChamber_ScythePiece1_C,summon /Game/World_DLC1/Quests/Quest_SideD_SewerChamber/Items/Quest_Item_SewerChamber_ScythePieces/Quest_Item_SewerChamber_ScythePiece1.Quest_Item_SewerChamber_ScythePiece1_C
Scythe Hilt,Quest Item,Quest_Item_SewerChamber_ScythePiece2_C,summon /Game/World_DLC1/Quests/Quest_SideD_SewerChamber/Items/Quest_Item_SewerChamber_ScythePieces/Quest_Item_SewerChamber_ScythePiece2.Quest_Item_SewerChamber_ScythePiece2_C
Memoriam Medallion Key,Quest Item,Quest_Item_GardenMaze_MausoleumMedallionKey_C,summon /Game/World_DLC1/Quests/Quest_SideD_GardenMaze/Items/Quest_Item_GardenMaze_MausoleumMedallionKey/Quest_Item_GardenMaze_MausoleumMedallionKey.Quest_Item_GardenMaze_MausoleumMedallionKey_C
Lighthouse Key (Up*),Quest Item,Quest_Item_Lighthouse_KeyA_C,summon /Game/World_DLC1/Quests/Quest_SideD_Lighthouse/Items/Quest_Item_Lighthouse_Keys/Quest_Item_Lighthouse_KeyA.Quest_Item_Lighthouse_KeyA_C
Lighthouse Key (Basement*),Quest Item,Quest_Item_Lighthouse_KeyB_C,summon /Game/World_DLC1/Quests/Quest_SideD_Lighthouse/Items/Quest_Item_Lighthouse_Keys/Quest_Item_Lighthouse_KeyB.Quest_Item_Lighthouse_KeyB_C
Rod of Retribution (1*),Quest Item,Quest_Item_OTK_NimueDeathItem_C,summon /Game/World_DLC1/Quests/Quest_Story_OneTrueKing/Items/Quest_Item_OTK_NimueDeathItem/Quest_Item_OTK_NimueDeathItem.Quest_Item_OTK_NimueDeathItem_C
Nimue's Vow (2*),Quest Item,Quest_Item_OTK_NimuesWard_C,summon /Game/World_DLC1/Quests/Quest_Story_OneTrueKing/Items/Quest_Item_OTK_NimuesWard/Quest_Item_OTK_NimuesWard.Quest_Item_OTK_NimuesWard_C
Nimue's Blood-Marred Vow (3*),Quest Item,Quest_Item_OTK_NimuesBloodWard_C,summon /Game/World_DLC1/Quests/Quest_Story_OneTrueKing/Items/Quest_Item_OTK_NimuesWard/Quest_Item_OTK_NimuesBloodWard.Quest_Item_OTK_NimuesBloodWard_C
Misplaced Memoir,Quest Item,Quest_Item_OTK_ScribeTome_C,summon /Game/World_DLC1/Quests/Quest_Story_OneTrueKing/Items/Quest_Item_OTK_ScribeTome/Quest_Item_OTK_ScribeTome.Quest_Item_OTK_ScribeTome_C
Bookbound Medallion,Quest Item,Quest_Item_OTK_ScribeMedallionKey_C,summon /Game/World_DLC1/Quests/Quest_Story_OneTrueKing/Items/Quest_Item_OTK_ScribeMedallionKey/Quest_Item_OTK_ScribeMedallionKey.Quest_Item_OTK_ScribeMedallionKey_C
Feast Master's Leftovers,Quest Item,Quest_Item_OTK_FeastmasterLeftovers_C,summon /Game/World_DLC1/Quests/Quest_Story_OneTrueKing/Items/Quest_Item_OTK_FeastmasterLeftovers/Quest_Item_OTK_FeastmasterLeftovers.Quest_Item_OTK_FeastmasterLeftovers_C
Strange Talisman (1*),Quest Item,Quest_Item_DLCInjectable_BloodyMedallion_Stage1_C,summon /Game/World_DLC1/Quests/Quest_Injectable_BurningCity_DLC/Items/Quest_Item_DLCInjectable_BloodyMedallion/Quest_Item_DLCInjectable_BloodyMedallion_Stage1.Quest_Item_DLCInjectable_BloodyMedallion_Stage1_C
Blood Talisman (2*),Quest Item,Quest_Item_DLCInjectable_BloodyMedallion_Stage2_C,summon /Game/World_DLC1/Quests/Quest_Injectable_BurningCity_DLC/Items/Quest_Item_DLCInjectable_BloodyMedallion/Quest_Item_DLCInjectable_BloodyMedallion_Stage2.Quest_Item_DLCInjectable_BloodyMedallion_Stage2_C
Blood Talisman (3*),Quest Item,Quest_Item_DLCInjectable_BloodyMedallion_Stage3_C,summon /Game/World_DLC1/Quests/Quest_Injectable_BurningCity_DLC/Items/Quest_Item_DLCInjectable_BloodyMedallion/Quest_Item_DLCInjectable_BloodyMedallion_Stage3.Quest_Item_DLCInjectable_BloodyMedallion_Stage3_C
Blood Talisman (4*),Quest Item,Quest_Item_DLCInjectable_BloodyMedallion_Stage4_C,summon /Game/World_DLC1/Quests/Quest_Injectable_BurningCity_DLC/Items/Quest_Item_DLCInjectable_BloodyMedallion/Quest_Item_DLCInjectable_BloodyMedallion_Stage4.Quest_Item_DLCInjectable_BloodyMedallion_Stage4_C
Kuri Kuri Egg,Quest Item,Quest_Item_Story_BirdEgg_C,summon /Game/World_DLC2/Quests/Quest_Story_DLC2/Items/Quest_Item_Story_BirdEgg/Quest_Item_Story_BirdEgg.Quest_Item_Story_BirdEgg_C
Trinity Memento,Quest Item,Quest_Item_Story_DwellsItem_C,summon /Game/World_DLC2/Quests/Quest_Story_DLC2/Items/Quest_Item_Story_DwellsItem/Quest_Item_Story_DwellsItem.Quest_Item_Story_DwellsItem_C
Cherished Fracture,Quest Item,Quest_Item_Story_McGuffin_C,summon /Game/World_DLC2/Quests/Quest_Story_DLC2/Items/Quest_Item_Story_McGuffin/Quest_Item_Story_McGuffin.Quest_Item_Story_McGuffin_C
Crop Sample,Quest Item,Quest_Item_DLC3_CropSample_C,summon /Game/World_DLC3/Quests/Quest_Injectable_Tower_DLC/Items/Quest_Item_DLC3_CropSample.Quest_Item_DLC3_CropSample_C
House Rigol Glyph,Quest Item,Quest_Item_DLC3_CargoBelt_Key_C,summon /Game/World_DLC3/Quests/Quest_SideD_CargoBelt/Items/Quest_Item_DLC3_CargoBelt_Key.Quest_Item_DLC3_CargoBelt_Key_C
